"Word","Noun","Freq"
"bald","injustice",1
"bald","jew",1
"bald","kid",2
"bald","kindergartner",1
"bald","knob",12
"bald","lawyer",1
"bald","leather",1
"bald","leukemia",1
"bald","light",1
"bald","list",1
"bald","look",2
"bald","lover",1
"bald","lug",1
"bald","maintenance",1
"bald","man",201
"bald","materialism",1
"bald","mechanic",1
"bald","merchant",2
"bald","moonlight",1
"bald","mop",1
"bald","mother",2
"bald","mountain",37
"bald","mousehole",1
"bald","narration",1
"bald","neck",1
"bald","neighbor",1
"bald","nemesis",1
"bald","nephew",1
"bald","news",1
"bald","noggin",2
"bald","overstatement",1
"bald","part",1
"bald","patch",22
"bald","pate",50
"bald","pear",2
"bald","person",1
"bald","piano",1
"bald","pitbull",1
"bald","plaster",1
"bald","point",3
"bald","premise",1
"bald","prescription",1
"bald","president",2
"bald","pride",1
"bald","priest",2
"bald","principal",1
"bald","producer",1
"bald","prose",1
"bald","psychologist",1
"bald","pug",1
"bald","puppet",1
"bald","pussy",1
"bald","question",2
"bald","rat",3
"bald","reality",2
"bald","ridge",2
"bald","rigidity",1
"bald","rock",4
"bald","rocker",1
"bald","rump",1
"bald","scalp",8
"bald","scotsman",1
"bald","sea",1
"bald","servant",1
"bald","sexism",1
"bald","show",1
"bald","singer",2
"bald","skin",1
"bald","skull",11
"bald","sky",2
"bald","slob",1
"bald","son",1
"bald","soprano",4
"bald","spot",186
"bald","stage",1
"bald","statement",8
"bald","stone",1
"bald","stranger",1
"bald","streak",1
"bald","strip",1
"bald","stripe",2
"bald","summit",3
"bald","swath",1
"bald","tail",1
"bald","teammate",2
"bald","tennis",1
"bald","thing",1
"bald","top",3
"bald","truth",2
"bald","tycoon",1
"bald","understatement",1
"bald","version",1
"bald","violation",1
"bald","visitor",1
"bald","vote",1
"bald","waiter",1
"bald","wartime",1
"bald","way",2
"bald","wig",3
"bald","wizard",1
"bald","woman",7
"barbed","appraisal",1
"barbed","armor",1
"barbed","arrow",1
"barbed","badinage",1
"barbed","banter",1
"barbed","beauty",1
"barbed","biohazard",1
"barbed","cable",2
"barbed","comment",5
"barbed","concertina",1
"barbed","criticism",1
"barbed","cyclone",1
"barbed","dialogue",1
"barbed","edge",1
"barbed","enclosure",3
"barbed","end",3
"barbed","fence",1
"barbed","fencing",2
"barbed","fishhook",1
"barbed","fitting",1
"barbed","goatgrass",1
"barbed","hair",1
"barbed","head",2
"barbed","hook",1
"barbed","humor",2
"barbed","iron",3
"barbed","jollity",1
"barbed","look",1
"barbed","nail",1
"barbed","nettle",1
"barbed","opinion",1
"barbed","point",3
"barbed","pointand",1
"barbed","power",2
"barbed","proboscis",1
"barbed","reception",1
"barbed","reference",2
"barbed","relationship",1
"barbed","response",2
"barbed","satire",1
"barbed","seed",1
"barbed","sense",2
"barbed","smile",1
"barbed","song",1
"barbed","spear",1
"barbed","spike",1
"barbed","stalk",1
"barbed","steel",2
"barbed","stinger",3
"barbed","story",1
"barbed","sword",1
"barbed","tail",12
"barbed","tape",1
"barbed","text",1
"barbed","tip",2
"barbed","tone",1
"barbed","tongue",1
"barbed","transfer",2
"barbed","tunnel",1
"barbed","underbrush",1
"barbed","wire",1001
"barbed","wit",7
"barbed","wreath",1
"barbed","wrie",1
"barbed","wtre",1
"beaded","art",2
"beaded","belt",2
"beaded","board",1
"beaded","cardigan",1
"beaded","curtain",1
"beaded","dress",2
"beaded","elegance",1
"beaded","garland",1
"beaded","gift",1
"beaded","hair",1
"beaded","halter",1
"beaded","hinge",1
"beaded","jewelry",1
"beaded","mirror",1
"beaded","snowflake",1
"beaded","vest",1
"blunt","account",1
"blunt","ache",1
"blunt","administrator",1
"blunt","admission",3
"blunt","advice",5
"blunt","advocacy",1
"blunt","amerind",1
"blunt","angle",1
"blunt","announcement",1
"blunt","answer",4
"blunt","appeal",1
"blunt","appendage",1
"blunt","appraisal",3
"blunt","approach",8
"blunt","arrowhead",1
"blunt","assertiveness",1
"blunt","assessment",19
"blunt","attack",1
"blunt","attitude",1
"blunt","audacity",1
"blunt","autobiography",1
"blunt","awareness",1
"blunt","ax",2
"blunt","back",1
"blunt","bandage",1
"blunt","barroom",1
"blunt","beak",2
"blunt","blade",1
"blunt","blow",3
"blunt","body",1
"blunt","boss",1
"blunt","bow",4
"blunt","bowl",1
"blunt","brand",1
"blunt","bridge",1
"blunt","bristle",1
"blunt","brit",1
"blunt","brush",1
"blunt","brutality",1
"blunt","butt",1
"blunt","butter",3
"blunt","cable",1
"blunt","call",2
"blunt","camaro",1
"blunt","campaign",1
"blunt","candor",3
"blunt","cannula",1
"blunt","chairman",1
"blunt","challenge",3
"blunt","character",1
"blunt","charge",1
"blunt","chin",4
"blunt","choice",2
"blunt","chop",1
"blunt","clarity",1
"blunt","coercion",1
"blunt","comment",1
"blunt","company",2
"blunt","concession",1
"blunt","condemnation",1
"blunt","configuration",1
"blunt","confirmation",1
"blunt","contradiction",2
"blunt","criticism",20
"blunt","critique",1
"blunt","curiosity",1
"blunt","cut",16
"blunt","cylinder",1
"blunt","decision",1
"blunt","declaration",1
"blunt","delivery",1
"blunt","denial",1
"blunt","description",3
"blunt","dialogue",2
"blunt","directness",1
"blunt","disbelief",1
"blunt","dismissal",1
"blunt","dissection",8
"blunt","dissent",1
"blunt","dose",1
"blunt","drama",1
"blunt","dutchman",1
"blunt","edge",17
"blunt","elegance",1
"blunt","end",32
"blunt","eroticism",1
"blunt","estrogen",2
"blunt","exactitude",1
"blunt","exercise",2
"blunt","explanation",1
"blunt","expression",2
"blunt","extremism",1
"blunt","eye",1
"blunt","face",5
"blunt","fact",4
"blunt","fashion",3
"blunt","fatalism",1
"blunt","feedback",2
"blunt","finality",3
"blunt","finger",5
"blunt","finish",1
"blunt","force",56
"blunt","forecast",1
"blunt","forefinger",4
"blunt","forehead",1
"blunt","fork",1
"blunt","formality",1
"blunt","formation",1
"blunt","formulation",1
"blunt","gene",1
"blunt","german",1
"blunt","goatee",1
"blunt","government",1
"blunt","grace",1
"blunt","grasshopper",1
"blunt","grille",1
"blunt","growth",1
"blunt","guy",4
"blunt","habit",1
"blunt","hair",1
"blunt","haircut",1
"blunt","hammerhead",2
"blunt","hand",3
"blunt","head",15
"blunt","hematite",1
"blunt","honesty",8
"blunt","hoodlum",1
"blunt","humor",1
"blunt","hyperbola",1
"blunt","ignorance",1
"blunt","image",1
"blunt","immodesty",1
"blunt","impact",5
"blunt","impatience",1
"blunt","implication",1
"blunt","impression",1
"blunt","indication",1
"blunt","indictment",1
"blunt","indifference",1
"blunt","industrialist",1
"blunt","inflation",2
"blunt","injury",4
"blunt","instinct",1
"blunt","instrument",92
"blunt","insulin",1
"blunt","interview",2
"blunt","issue",1
"blunt","jackknife",1
"blunt","kitchen",2
"blunt","knife",6
"blunt","labor",1
"blunt","laceration",1
"blunt","language",17
"blunt","lead",1
"blunt","letter",7
"blunt","light",1
"blunt","line",1
"blunt","list",1
"blunt","literalism",1
"blunt","logic",1
"blunt","look",2
"blunt","malice",1
"blunt","man",5
"blunt","management",1
"blunt","mandate",1
"blunt","manifestation",1
"blunt","manner",7
"blunt","material",1
"blunt","message",26
"blunt","metal",3
"blunt","minaret",1
"blunt","mockery",1
"blunt","nail",1
"blunt","naturalness",2
"blunt","needle",2
"blunt","news",1
"blunt","nose",22
"blunt","notice",1
"blunt","object",38
"blunt","observation",2
"blunt","ocher",1
"blunt","opening",1
"blunt","opposition",2
"blunt","option",1
"blunt","outspokenness",1
"blunt","pain",3
"blunt","paintbrush",1
"blunt","passion",1
"blunt","peak",2
"blunt","pedestal",1
"blunt","pencil",5
"blunt","performance",1
"blunt","person",1
"blunt","personality",1
"blunt","phone",1
"blunt","phrasing",1
"blunt","pinch",1
"blunt","pine",1
"blunt","plastic",2
"blunt","play",1
"blunt","plot",1
"blunt","point",1
"blunt","pothole",1
"blunt","proboscis",1
"blunt","production",1
"blunt","promise",1
"blunt","prow",2
"blunt","question",20
"blunt","rage",1
"blunt","reaction",1
"blunt","realism",1
"blunt","reality",5
"blunt","rebuff",1
"blunt","rebuke",2
"blunt","reckoning",1
"blunt","recognition",1
"blunt","refusal",2
"blunt","rejection",3
"blunt","remark",2
"blunt","reminder",3
"blunt","reply",2
"blunt","report",1
"blunt","request",1
"blunt","response",7
"blunt","review",1
"blunt","revolution",1
"blunt","rhetoric",3
"blunt","roughness",1
"blunt","sarcasm",1
"blunt","satire",2
"blunt","seasoning",1
"blunt","senator",1
"blunt","sense",2
"blunt","set",1
"blunt","shape",5
"blunt","shock",1
"blunt","shorthand",1
"blunt","side",4
"blunt","silhouette",1
"blunt","skepticism",1
"blunt","skolnick",1
"blunt","slogan",1
"blunt","smoke",1
"blunt","snout",7
"blunt","snub",1
"blunt","sodium",1
"blunt","software",1
"blunt","sort",2
"blunt","sound",2
"blunt","speech",8
"blunt","stance",1
"blunt","statement",11
"blunt","statistic",1
"blunt","steel",1
"blunt","stern",1
"blunt","stick",2
"blunt","stiletto",1
"blunt","strength",1
"blunt","stroke",1
"blunt","style",10
"blunt","sun",1
"blunt","support",1
"blunt","surface",1
"blunt","swim",1
"blunt","sword",1
"blunt","symbolism",1
"blunt","tail",2
"blunt","talk",19
"blunt","talker",1
"blunt","teardrop",1
"blunt","telephone",1
"blunt","texan",1
"blunt","thing",3
"blunt","thought",1
"blunt","threat",1
"blunt","thumb",1
"blunt","tip",6
"blunt","title",2
"blunt","toe",2
"blunt","tone",4
"blunt","tool",6
"blunt","tooth",1
"blunt","torpedo",1
"blunt","trail",1
"blunt","trauma",38
"blunt","treatment",1
"blunt","trunk",1
"blunt","truth",15
"blunt","turnaround",1
"blunt","ultimatum",1
"blunt","unilateralism",1
"blunt","use",2
"blunt","utilitarianism",1
"blunt","version",2
"blunt","vocabulary",1
"blunt","voice",1
"blunt","volatility",1
"blunt","warning",14
"blunt","warrior",1
"blunt","way",13
"blunt","weapon",2
"blunt","weight",1
"blunt","welding",1
"blunt","wife",1
"blunt","wing",1
"blunt","wisdom",1
"blunt","wit",1
"blunt","woman",1
"blunt","word",2
"blunt","world",1
"bony","abscess",1
"bony","alley",1
"bony","anatomy",3
"bony","ankle",1
"bony","arch",2
"bony","architecture",1
"bony","area",1
"bony","arm",17
"bony","armor",5
"bony","art",1
"bony","articulation",1
"bony","ass",9
"bony","attack",1
"bony","back",14
"bony","ball",1
"bony","bankart",1
"bony","beak",1
"bony","bench",1
"bony","betrayal",1
"bony","bird",1
"bony","blade",1
"bony","block",1
"bony","bod",1
"bony","body",11
"bony","bottom",1
"bony","box",1
"bony","boy",1
"bony","breast",1
"bony","brow",3
"bony","bulla",1
"bony","bump",2
"bony","butt",2
"bony","cage",1
"bony","canal",6
"bony","canaloplasty",1
"bony","carapace",3
"bony","carcass",1
"bony","cat",1
"bony","cavity",1
"bony","cheek",2
"bony","chest",25
"bony","chestnut",1
"bony","chicken",1
"bony","chin",4
"bony","claw",2
"bony","club",1
"bony","component",1
"bony","connection",1
"bony","consistency",1
"bony","cover",1
"bony","cow",1
"bony","crest",5
"bony","crown",1
"bony","crust",1
"bony","cup",1
"bony","damage",1
"bony","debridement",1
"bony","decalcification",1
"bony","defect",25
"bony","deficiency",1
"bony","deformity",1
"bony","dehiscence",6
"bony","destruction",16
"bony","detail",3
"bony","director",1
"bony","dissemination",1
"bony","dog",3
"bony","dust",1
"bony","ear",1
"bony","ecchymosis",1
"bony","elbow",9
"bony","emperor",1
"bony","end",1
"bony","endoskeleton",15
"bony","enlargement",1
"bony","entrapment",2
"bony","erosion",23
"bony","excrescence",1
"bony","exostosis",1
"bony","expansion",1
"bony","extension",1
"bony","eye",1
"bony","face",43
"bony","fairway",1
"bony","figure",3
"bony","fin",1
"bony","finger",32
"bony","fist",3
"bony","fixation",3
"bony","flap",1
"bony","flipper",1
"bony","foot",3
"bony","forefinger",1
"bony","forehead",7
"bony","form",1
"bony","fracture",2
"bony","fragment",1
"bony","frailness",1
"bony","frame",30
"bony","framework",2
"bony","frill",1
"bony","fusion",1
"bony","girdle",1
"bony","girl",2
"bony","globe",1
"bony","goat",1
"bony","goatfish",1
"bony","grandmother",1
"bony","grasp",1
"bony","grip",3
"bony","growth",3
"bony","guy",2
"bony","hand",50
"bony","head",14
"bony","hip",6
"bony","horse",3
"bony","hump",3
"bony","indentation",1
"bony","index",2
"bony","ingrowth",1
"bony","injury",3
"bony","inmate",1
"bony","insertion",2
"bony","interaction",1
"bony","invasion",1
"bony","involvement",5
"bony","jaw",9
"bony","kid",2
"bony","knee",6
"bony","knob",1
"bony","knuckle",1
"bony","labyrinth",1
"bony","lace",1
"bony","lamina",2
"bony","lap",3
"bony","lass",1
"bony","leg",1
"bony","length",1
"bony","lesion",3
"bony","line",1
"bony","link",1
"bony","lock",2
"bony","look",1
"bony","man",9
"bony","mare",1
"bony","mask",1
"bony","mass",8
"bony","material",3
"bony","meatoplasty",1
"bony","metastasis",3
"bony","monstrosity",1
"bony","mouth",3
"bony","movement",1
"bony","muscle",1
"bony","neck",3
"bony","needle",1
"bony","neoplasm",1
"bony","newcomer",1
"bony","niche",5
"bony","nose",14
"bony","notch",1
"bony","optic",2
"bony","origin",1
"bony","outgrowth",1
"bony","overbite",1
"bony","overgrowth",2
"bony","overhang",1
"bony","palate",2
"bony","part",8
"bony","pimp",1
"bony","plank",1
"bony","plate",5
"bony","pole",1
"bony","portion",4
"bony","process",1
"bony","profile",1
"bony","prominence",6
"bony","protrusion",6
"bony","protuberance",1
"bony","removal",1
"bony","resorption",1
"bony","rib",5
"bony","ribcage",2
"bony","ridge",6
"bony","sardine",1
"bony","schoolteacher",1
"bony","section",1
"bony","self",1
"bony","septa",1
"bony","septum",3
"bony","sequestrum",1
"bony","shape",2
"bony","sheath",1
"bony","shelf",1
"bony","shell",4
"bony","shield",1
"bony","shin",1
"bony","shine",1
"bony","shoulder",23
"bony","silhouette",1
"bony","skeleton",3
"bony","skin",1
"bony","skull",4
"bony","soil",1
"bony","spicule",1
"bony","spine",3
"bony","splay",1
"bony","spot",1
"bony","squash",1
"bony","stage",1
"bony","sternum",1
"bony","stick",1
"bony","stock",1
"bony","strangler",1
"bony","structure",23
"bony","stump",1
"bony","substratum",1
"bony","support",1
"bony","surface",7
"bony","tail",4
"bony","tenderness",1
"bony","thinness",1
"bony","thrust",1
"bony","tissue",4
"bony","top",1
"bony","torso",1
"bony","trailer",1
"bony","tumor",1
"bony","type",2
"bony","union",3
"bony","wall",3
"bony","whiteness",1
"bony","whore",1
"bony","witch",1
"bony","woman",9
"bony","wrist",10
"brassy","animal",1
"brassy","approximation",1
"brassy","background",1
"brassy","bathroom",1
"brassy","bellow",1
"brassy","blare",1
"brassy","blast",1
"brassy","blaze",1
"brassy","border",1
"brassy","bounty",1
"brassy","bravado",1
"brassy","character",1
"brassy","charmer",1
"brassy","chick",1
"brassy","city",1
"brassy","clatter",1
"brassy","color",2
"brassy","confidence",1
"brassy","cough",1
"brassy","cuff",1
"brassy","deputy",1
"brassy","din",1
"brassy","distraction",1
"brassy","edge",1
"brassy","ego",1
"brassy","energy",1
"brassy","escapism",1
"brassy","finish",1
"brassy","flourish",1
"brassy","gold",1
"brassy","grass",1
"brassy","hair",3
"brassy","han",1
"brassy","harmony",1
"brassy","head",1
"brassy","height",1
"brassy","horn",1
"brassy","journalist",1
"brassy","kind",1
"brassy","lake",1
"brassy","lawyer",1
"brassy","lead",1
"brassy","lip",1
"brassy","march",1
"brassy","master",1
"brassy","monotone",1
"brassy","movie",1
"brassy","music",5
"brassy","noise",1
"brassy","note",1
"brassy","odor",2
"brassy","oompah",1
"brassy","orchestra",1
"brassy","orchestration",1
"brassy","pastor",1
"brassy","performance",1
"brassy","perfume",1
"brassy","pop",1
"brassy","producer",2
"brassy","punch",1
"brassy","rack",1
"brassy","receptionist",1
"brassy","ring",1
"brassy","romp",1
"brassy","saxophone",1
"brassy","showman",1
"brassy","singer",1
"brassy","sky",2
"brassy","song",1
"brassy","sound",3
"brassy","squawk",1
"brassy","star",1
"brassy","stripper",1
"brassy","style",1
"brassy","sun",3
"brassy","sunlight",1
"brassy","surface",2
"brassy","taste",2
"brassy","tint",2
"brassy","tradition",1
"brassy","tune",1
"brassy","underbelly",1
"brassy","uso",1
"brassy","vamp",1
"brassy","voice",6
"brassy","woman",3
"bristly","aster",1
"bristly","back",1
"bristly","beard",5
"bristly","boar",1
"bristly","body",1
"bristly","brush",2
"bristly","buttercup",1
"bristly","center",1
"bristly","cheatgrass",1
"bristly","cheek",9
"bristly","chest",1
"bristly","chin",7
"bristly","cleaning",1
"bristly","coat",1
"bristly","cowlick",2
"bristly","discomfiture",1
"bristly","end",1
"bristly","fabric",1
"bristly","face",1
"bristly","farmer",1
"bristly","foliage",1
"bristly","fringe",2
"bristly","fur",4
"bristly","girl",1
"bristly","goat",1
"bristly","grass",1
"bristly","greenbrier",1
"bristly","growth",2
"bristly","hair",22
"bristly","head",4
"bristly","impatience",1
"bristly","island",1
"bristly","jaw",1
"bristly","langlosia",1
"bristly","letter",1
"bristly","mineral",1
"bristly","mop",1
"bristly","moustache",1
"bristly","mustache",4
"bristly","pattern",1
"bristly","response",1
"bristly","ridge",1
"bristly","rope",1
"bristly","sand",1
"bristly","scalp",1
"bristly","scrub",1
"bristly","seaweed",1
"bristly","softness",1
"bristly","sound",1
"bristly","spruce",1
"bristly","tree",1
"bristly","tuft",1
"bristly","underside",1
"bristly","wind",1
"brittle","air",2
"brittle","alloy",2
"brittle","almond",1
"brittle","apple",1
"brittle","archway",1
"brittle","armor",1
"brittle","art",1
"brittle","ash",1
"brittle","asthma",2
"brittle","banter",1
"brittle","bar",3
"brittle","bark",2
"brittle","birch",1
"brittle","blood",1
"brittle","body",2
"brittle","bone",14
"brittle","bonhomie",1
"brittle","branch",2
"brittle","branchwood",1
"brittle","breathing",1
"brittle","bride",1
"brittle","brigade",1
"brittle","brush",1
"brittle","bscco",1
"brittle","cacophony",1
"brittle","calcium",1
"brittle","candy",1
"brittle","canvas",1
"brittle","carbon",1
"brittle","career",1
"brittle","caw",1
"brittle","challenge",1
"brittle","character",1
"brittle","cheer",1
"brittle","cheerfulness",1
"brittle","cheesecake",1
"brittle","chill",1
"brittle","chip",1
"brittle","chuckle",1
"brittle","civility",1
"brittle","clarity",1
"brittle","clothing",1
"brittle","color",1
"brittle","concord",1
"brittle","confidence",1
"brittle","conversation",1
"brittle","copy",1
"brittle","core",1
"brittle","corn",1
"brittle","country",1
"brittle","coyness",1
"brittle","crack",1
"brittle","crown",1
"brittle","crust",7
"brittle","cup",1
"brittle","cynicism",1
"brittle","dance",1
"brittle","daylight",1
"brittle","defensiveness",1
"brittle","deformation",2
"brittle","democracy",1
"brittle","diabetes",1
"brittle","dogmatism",1
"brittle","door",1
"brittle","edge",2
"brittle","ego",1
"brittle","exchange",1
"brittle","fact",1
"brittle","failure",6
"brittle","fang",1
"brittle","federation",1
"brittle","feeling",1
"brittle","film",1
"brittle","fingernail",1
"brittle","flesh",1
"brittle","flint",2
"brittle","formality",1
"brittle","foundation",1
"brittle","fracture",1
"brittle","frame",1
"brittle","friction",1
"brittle","frost",1
"brittle","gaiety",1
"brittle","gallantry",1
"brittle","glance",2
"brittle","glass",5
"brittle","glaze",1
"brittle","glue",1
"brittle","governance",1
"brittle","grandeur",1
"brittle","grass",12
"brittle","ground",1
"brittle","hair",8
"brittle","hand",1
"brittle","harness",1
"brittle","hate",1
"brittle","health",2
"brittle","heap",2
"brittle","housing",1
"brittle","ice",7
"brittle","iciness",1
"brittle","idol",1
"brittle","inflexibility",1
"brittle","insect",1
"brittle","intelligence",1
"brittle","iron",2
"brittle","ivory",1
"brittle","joke",1
"brittle","keyboard",1
"brittle","kind",2
"brittle","lace",1
"brittle","land",2
"brittle","laughter",1
"brittle","lawn",1
"brittle","layer",1
"brittle","leather",1
"brittle","light",3
"brittle","line",1
"brittle","linearity",1
"brittle","lithosphere",1
"brittle","look",1
"brittle","magnolia",1
"brittle","mandolin",1
"brittle","manner",2
"brittle","mask",1
"brittle","materiality",1
"brittle","matrix",1
"brittle","matzoh",1
"brittle","metal",1
"brittle","mound",1
"brittle","mure",1
"brittle","mutant",1
"brittle","nail",1
"brittle","nation",1
"brittle","needle",1
"brittle","newspaper",2
"brittle","noise",1
"brittle","oak",1
"brittle","ornament",1
"brittle","paint",1
"brittle","palm",1
"brittle","paper",4
"brittle","paperback",1
"brittle","papyrus",1
"brittle","parchment",4
"brittle","pastry",1
"brittle","peal",1
"brittle","pelvis",1
"brittle","performance",1
"brittle","perm",1
"brittle","persona",1
"brittle","personality",2
"brittle","photo",1
"brittle","photograph",2
"brittle","plantain",1
"brittle","plastic",7
"brittle","plunge",1
"brittle","price",1
"brittle","province",1
"brittle","quality",2
"brittle","raincoat",1
"brittle","realization",1
"brittle","receptor",1
"brittle","recipe",1
"brittle","relationship",2
"brittle","remark",1
"brittle","rendering",1
"brittle","reporter",1
"brittle","rim",1
"brittle","ring",1
"brittle","rock",1
"brittle","sandstone",1
"brittle","scalp",1
"brittle","section",1
"brittle","security",1
"brittle","shank",1
"brittle","shell",3
"brittle","shoestring",1
"brittle","silence",2
"brittle","silicon",1
"brittle","singularity",1
"brittle","skin",4
"brittle","sky",2
"brittle","slice",1
"brittle","smile",7
"brittle","soil",2
"brittle","sound",3
"brittle","space",1
"brittle","sphere",1
"brittle","spine",1
"brittle","splendor",2
"brittle","stability",1
"brittle","stain",1
"brittle","star",2
"brittle","state",1
"brittle","steadiness",1
"brittle","steel",6
"brittle","stem",1
"brittle","sterility",1
"brittle","stick",2
"brittle","strand",1
"brittle","straw",3
"brittle","stuff",1
"brittle","sugar",1
"brittle","suit",1
"brittle","sunlight",4
"brittle","surface",4
"brittle","suspension",1
"brittle","talc",1
"brittle","tape",1
"brittle","technology",1
"brittle","temper",1
"brittle","tension",1
"brittle","texture",1
"brittle","thing",1
"brittle","tibia",1
"brittle","vegetation",3
"brittle","veneer",1
"brittle","vision",1
"brittle","voice",5
"brittle","wax",1
"brittle","way",3
"brittle","whit",1
"brittle","wire",2
"brittle","wit",1
"brittle","wood",1
"brittle","world",1
"brittle","wrist",1
"broken","accordion",2
"broken","acid",1
"broken","affair",1
"broken","agency",2
"broken","agreement",1
"broken","air",10
"broken","airline",1
"broken","airlock",1
"broken","airplane",1
"broken","aisle",1
"broken","alcohol",1
"broken","alibi",1
"broken","alley",1
"broken","almond",1
"broken","altar",1
"broken","amphora",1
"broken","anchor",1
"broken","angel",2
"broken","ankle",87
"broken","antenna",3
"broken","antler",2
"broken","appliance",2
"broken","arabic",2
"broken","arch",6
"broken","ark",1
"broken","arm",162
"broken","armchair",1
"broken","armor",3
"broken","army",2
"broken","arrow",74
"broken","arrowhead",1
"broken","ashtray",2
"broken","asphalt",10
